Date,States,Usage,DayOfYear,Month,DayOfWeek,Season,State_Encoded
2019-10-23,Tamil Nadu,262.1,296,10,2,3,27
2019-10-23,Telangana,209.8,296,10,2,3,28
2019-10-23,Tripura,3.5,296,10,2,3,29
2019-10-23,UP,279.8,296,10,2,3,30
2019-10-23,Uttarakhand,39.6,296,10,2,3,31
2019-10-23,West Bengal,116.0,296,10,2,3,32
2019-10-24,Andhra Pradesh,170.2,297,10,3,3,0
2019-10-24,Arunachal Pradesh,2.2,297,10,3,3,1
2019-10-24,Assam,22.7,297,10,3,3,2
2019-10-24,Bihar,75.0,297,10,3,3,3
2019-10-24,Chandigarh,3.9,297,10,3,3,4
2019-10-24,Chhattisgarh,78.7,297,10,3,3,5
2019-10-24,DNH,18.1,297,10,3,3,6
2019-10-24,Delhi,71.7,297,10,3,3,7
2019-10-24,Goa,8.7,297,10,3,3,8
2019-10-24,Gujarat,313.5,297,10,3,3,9
2019-10-24,HP,28.7,297,10,3,3,10
2019-10-24,Haryana,115.6,297,10,3,3,11
2019-10-24,J&K,50.0,297,10,3,3,12
2019-10-24,Jharkhand,24.0,297,10,3,3,13
2019-10-24,Karnataka,192.3,297,10,3,3,14
2019-10-24,Kerala,67.8,297,10,3,3,15
2019-10-24,MP,229.3,297,10,3,3,16
2019-10-24,Maharashtra,426.8,297,10,3,3,17
2019-10-24,Manipur,2.6,297,10,3,3,18
2019-10-24,Meghalaya,6.1,297,10,3,3,19
2019-10-24,Mizoram,1.6,297,10,3,3,20
2019-10-24,Nagaland,2.2,297,10,3,3,21
2019-10-24,Odisha,68.4,297,10,3,3,22
2019-10-24,Pondy,6.0,297,10,3,3,23
2019-10-24,Punjab,104.6,297,10,3,3,24
2019-10-24,Rajasthan,228.2,297,10,3,3,25
2019-10-24,Sikkim,1.6,297,10,3,3,26
2019-10-24,Tamil Nadu,246.7,297,10,3,3,27
2019-10-24,Telangana,208.6,297,10,3,3,28
2019-10-24,Tripura,3.4,297,10,3,3,29
2019-10-24,UP,271.3,297,10,3,3,30
2019-10-24,Uttarakhand,36.7,297,10,3,3,31
2019-10-24,West Bengal,107.4,297,10,3,3,32
2019-10-25,Andhra Pradesh,186.0,298,10,4,3,0
2019-10-25,Arunachal Pradesh,2.2,298,10,4,3,1
2019-10-25,Assam,33.9,298,10,4,3,2
2019-10-25,Bihar,110.7,298,10,4,3,3
2019-10-25,Chandigarh,6.0,298,10,4,3,4
2019-10-25,Chhattisgarh,92.7,298,10,4,3,5
2019-10-25,DNH,18.5,298,10,4,3,6
2019-10-25,Delhi,115.5,298,10,4,3,7
2019-10-25,Goa,10.3,298,10,4,3,8
2019-10-25,Gujarat,270.6,298,10,4,3,9
2019-10-25,HP,29.1,298,10,4,3,10
2019-10-25,Haryana,206.9,298,10,4,3,11
2019-10-25,J&K,42.9,298,10,4,3,12
2019-10-25,Jharkhand,24.5,298,10,4,3,13
2019-10-25,Karnataka,154.5,298,10,4,3,14
2019-10-25,Kerala,55.0,298,10,4,3,15
2019-10-25,MP,195.4,298,10,4,3,16
2019-10-25,Maharashtra,379.0,298,10,4,3,17
2019-10-25,Manipur,2.4,298,10,4,3,18
2019-10-25,Meghalaya,5.2,298,10,4,3,19
2019-10-25,Mizoram,1.7,298,10,4,3,20
2019-10-25,Nagaland,2.4,298,10,4,3,21
2019-10-25,Odisha,94.1,298,10,4,3,22
2019-10-25,Pondy,8.5,298,10,4,3,23
2019-10-25,Punjab,256.1,298,10,4,3,24
2019-10-25,Rajasthan,211.5,298,10,4,3,25
2019-10-25,Sikkim,0.8,298,10,4,3,26
2019-10-25,Tamil Nadu,306.7,298,10,4,3,27
2019-10-25,Telangana,196.4,298,10,4,3,28
2019-10-25,Tripura,5.5,298,10,4,3,29
2019-10-25,UP,449.7,298,10,4,3,30
2019-10-25,Uttarakhand,39.9,298,10,4,3,31
2019-10-25,West Bengal,164.8,298,10,4,3,32
2019-10-26,Andhra Pradesh,183.4,299,10,5,3,0
2019-10-26,Arunachal Pradesh,2.2,299,10,5,3,1
2019-10-26,Assam,32.6,299,10,5,3,2
2019-10-26,Bihar,96.5,299,10,5,3,3
2019-10-26,Chandigarh,6.3,299,10,5,3,4
2019-10-26,Chhattisgarh,87.9,299,10,5,3,5
2019-10-26,DNH,18.9,299,10,5,3,6
2019-10-26,Delhi,117.8,299,10,5,3,7
2019-10-26,Goa,10.5,299,10,5,3,8
2019-10-26,Gujarat,292.7,299,10,5,3,9
2019-10-26,HP,29.6,299,10,5,3,10
2019-10-26,Haryana,204.7,299,10,5,3,11
2019-10-26,J&K,38.7,299,10,5,3,12
2019-10-26,Jharkhand,22.9,299,10,5,3,13
2019-10-26,Karnataka,160.5,299,10,5,3,14
2019-10-26,Kerala,58.6,299,10,5,3,15
2019-10-26,MP,186.9,299,10,5,3,16
2019-10-26,Maharashtra,396.2,299,10,5,3,17
2019-10-26,Manipur,2.4,299,10,5,3,18
2019-10-26,Meghalaya,5.1,299,10,5,3,19
2019-10-26,Mizoram,1.8,299,10,5,3,20
2019-10-26,Nagaland,2.4,299,10,5,3,21
2019-10-26,Odisha,91.3,299,10,5,3,22
2019-10-26,Pondy,8.6,299,10,5,3,23
2019-10-26,Punjab,229.1,299,10,5,3,24
2019-10-26,Rajasthan,214.5,299,10,5,3,25
2019-10-26,Sikkim,0.8,299,10,5,3,26
2019-10-26,Tamil Nadu,312.4,299,10,5,3,27
2019-10-26,Telangana,191.9,299,10,5,3,28
2019-10-26,Tripura,4.7,299,10,5,3,29
2019-10-26,UP,420.6,299,10,5,3,30
2019-10-26,Uttarakhand,41.4,299,10,5,3,31
2019-10-26,West Bengal,150.5,299,10,5,3,32
2019-10-27,Andhra Pradesh,183.6,300,10,6,3,0
2019-10-27,Arunachal Pradesh,2.1,300,10,6,3,1
2019-10-27,Assam,33.4,300,10,6,3,2
2019-10-27,Bihar,99.9,300,10,6,3,3
2019-10-27,Chandigarh,6.0,300,10,6,3,4
2019-10-27,Chhattisgarh,80.5,300,10,6,3,5
2019-10-27,DNH,18.5,300,10,6,3,6
2019-10-27,Delhi,113.9,300,10,6,3,7
2019-10-27,Goa,10.5,300,10,6,3,8
2019-10-27,Gujarat,293.4,300,10,6,3,9
2019-10-27,HP,29.4,300,10,6,3,10
2019-10-27,Haryana,192.2,300,10,6,3,11
2019-10-27,J&K,35.7,300,10,6,3,12
2019-10-27,Jharkhand,23.2,300,10,6,3,13
2019-10-27,Karnataka,161.3,300,10,6,3,14
2019-10-27,Kerala,59.4,300,10,6,3,15
2019-10-27,MP,169.4,300,10,6,3,16
2019-10-27,Maharashtra,399.4,300,10,6,3,17
2019-10-27,Manipur,2.5,300,10,6,3,18
2019-10-27,Meghalaya,5.5,300,10,6,3,19
2019-10-27,Mizoram,1.7,300,10,6,3,20
2019-10-27,Nagaland,2.2,300,10,6,3,21
2019-10-27,Odisha,93.9,300,10,6,3,22
2019-10-27,Pondy,8.1,300,10,6,3,23
2019-10-27,Punjab,233.8,300,10,6,3,24
2019-10-27,Rajasthan,207.5,300,10,6,3,25
2019-10-27,Sikkim,0.7,300,10,6,3,26
2019-10-27,Tamil Nadu,306.8,300,10,6,3,27
2019-10-27,Telangana,200.8,300,10,6,3,28
2019-10-27,Tripura,5.4,300,10,6,3,29
2019-10-27,UP,393.0,300,10,6,3,30
2019-10-27,Uttarakhand,42.3,300,10,6,3,31
2019-10-27,West Bengal,152.2,300,10,6,3,32
2019-10-28,Andhra Pradesh,184.7,301,10,0,3,0
2019-10-28,Arunachal Pradesh,2.2,301,10,0,3,1
2019-10-28,Assam,30.3,301,10,0,3,2
2019-10-28,Bihar,104.7,301,10,0,3,3
2019-10-28,Chandigarh,5.2,301,10,0,3,4
2019-10-28,Chhattisgarh,80.3,301,10,0,3,5
2019-10-28,DNH,14.9,301,10,0,3,6
2019-10-28,Delhi,98.7,301,10,0,3,7
2019-10-28,Goa,10.5,301,10,0,3,8
2019-10-28,Gujarat,231.5,301,10,0,3,9
2019-10-28,HP,22.8,301,10,0,3,10
2019-10-28,Haryana,170.6,301,10,0,3,11
2019-10-28,J&K,40.3,301,10,0,3,12
2019-10-28,Jharkhand,24.5,301,10,0,3,13
2019-10-28,Karnataka,149.9,301,10,0,3,14
2019-10-28,Kerala,58.1,301,10,0,3,15
2019-10-28,MP,140.7,301,10,0,3,16
2019-10-28,Maharashtra,344.5,301,10,0,3,17
2019-10-28,Manipur,2.5,301,10,0,3,18
2019-10-28,Meghalaya,5.6,301,10,0,3,19
2019-10-28,Mizoram,1.6,301,10,0,3,20
2019-10-28,Nagaland,2.3,301,10,0,3,21
2019-10-28,Odisha,96.6,301,10,0,3,22
2019-10-28,Pondy,7.3,301,10,0,3,23
2019-10-28,Punjab,220.4,301,10,0,3,24
2019-10-28,Rajasthan,171.0,301,10,0,3,25
2019-10-28,Sikkim,0.5,301,10,0,3,26
2019-10-28,Tamil Nadu,286.0,301,10,0,3,27
2019-10-28,Telangana,190.6,301,10,0,3,28
2019-10-28,Tripura,4.7,301,10,0,3,29
2019-10-28,UP,379.2,301,10,0,3,30
2019-10-28,Uttarakhand,33.8,301,10,0,3,31
2019-10-28,West Bengal,138.2,301,10,0,3,32
2019-10-29,Andhra Pradesh,183.3,302,10,1,3,0
2019-10-29,Arunachal Pradesh,2.0,302,10,1,3,1
2019-10-29,Assam,33.2,302,10,1,3,2
2019-10-29,Bihar,108.1,302,10,1,3,3
2019-10-29,Chandigarh,5.6,302,10,1,3,4
2019-10-29,Chhattisgarh,88.3,302,10,1,3,5
2019-10-29,DNH,16.2,302,10,1,3,6
2019-10-29,Delhi,107.7,302,10,1,3,7
2019-10-29,Goa,11.3,302,10,1,3,8
2019-10-29,Gujarat,258.5,302,10,1,3,9
2019-10-29,HP,26.6,302,10,1,3,10
2019-10-29,Haryana,177.7,302,10,1,3,11
2019-10-29,J&K,38.5,302,10,1,3,12
2019-10-29,Jharkhand,25.2,302,10,1,3,13
2019-10-29,Karnataka,164.2,302,10,1,3,14
2019-10-29,Kerala,62.5,302,10,1,3,15
2019-10-29,MP,149.7,302,10,1,3,16
2019-10-29,Maharashtra,378.1,302,10,1,3,17
2019-10-29,Manipur,2.4,302,10,1,3,18
2019-10-29,Meghalaya,5.5,302,10,1,3,19
2019-10-29,Mizoram,1.3,302,10,1,3,20
2019-10-29,Nagaland,2.2,302,10,1,3,21
2019-10-29,Odisha,103.9,302,10,1,3,22
2019-10-29,Pondy,7.0,302,10,1,3,23
2019-10-29,Punjab,226.5,302,10,1,3,24
2019-10-29,Rajasthan,156.0,302,10,1,3,25
2019-10-29,Sikkim,0.8,302,10,1,3,26
2019-10-29,Tamil Nadu,301.6,302,10,1,3,27
2019-10-29,Telangana,213.1,302,10,1,3,28
2019-10-29,Tripura,4.5,302,10,1,3,29
2019-10-29,UP,377.1,302,10,1,3,30
2019-10-29,Uttarakhand,36.1,302,10,1,3,31
2019-10-29,West Bengal,157.1,302,10,1,3,32
2019-10-30,Andhra Pradesh,174.0,303,10,2,3,0
2019-10-30,Arunachal Pradesh,2.0,303,10,2,3,1
2019-10-30,Assam,35.2,303,10,2,3,2
2019-10-30,Bihar,107.8,303,10,2,3,3
2019-10-30,Chandigarh,5.0,303,10,2,3,4
2019-10-30,Chhattisgarh,97.4,303,10,2,3,5
2019-10-30,DNH,18.2,303,10,2,3,6
2019-10-30,Delhi,99.2,303,10,2,3,7
2019-10-30,Goa,11.7,303,10,2,3,8
2019-10-30,Gujarat,281.8,303,10,2,3,9
2019-10-30,HP,29.6,303,10,2,3,10
2019-10-30,Haryana,150.9,303,10,2,3,11
2019-10-30,J&K,33.5,303,10,2,3,12
2019-10-30,Jharkhand,24.4,303,10,2,3,13
2019-10-30,Karnataka,158.1,303,10,2,3,14
2019-10-30,Kerala,63.8,303,10,2,3,15
2019-10-30,MP,164.8,303,10,2,3,16
2019-10-30,Maharashtra,399.9,303,10,2,3,17
2019-10-30,Manipur,2.3,303,10,2,3,18
2019-10-30,Meghalaya,5.5,303,10,2,3,19
2019-10-30,Mizoram,1.4,303,10,2,3,20
2019-10-30,Nagaland,2.2,303,10,2,3,21
2019-10-30,Odisha,104.5,303,10,2,3,22
2019-10-30,Pondy,6.9,303,10,2,3,23
2019-10-30,Punjab,176.1,303,10,2,3,24
2019-10-30,Rajasthan,147.3,303,10,2,3,25
2019-10-30,Sikkim,0.9,303,10,2,3,26
2019-10-30,Tamil Nadu,272.1,303,10,2,3,27
2019-10-30,Telangana,218.9,303,10,2,3,28
2019-10-30,Tripura,4.8,303,10,2,3,29
2019-10-30,UP,370.6,303,10,2,3,30
2019-10-30,Uttarakhand,37.5,303,10,2,3,31
2019-10-30,West Bengal,151.0,303,10,2,3,32
2019-10-31,Andhra Pradesh,164.1,304,10,3,3,0
2019-10-31,Arunachal Pradesh,2.3,304,10,3,3,1
2019-10-31,Assam,33.3,304,10,3,3,2
2019-10-31,Bihar,104.9,304,10,3,3,3
2019-10-31,Chandigarh,3.6,304,10,3,3,4
2019-10-31,Chhattisgarh,96.0,304,10,3,3,5
2019-10-31,DNH,18.4,304,10,3,3,6
2019-10-31,Delhi,89.1,304,10,3,3,7
2019-10-31,Goa,11.7,304,10,3,3,8
2019-10-31,Gujarat,282.4,304,10,3,3,9
2019-10-31,HP,34.0,304,10,3,3,10
2019-10-31,Haryana,125.4,304,10,3,3,11
2019-10-31,J&K,38.8,304,10,3,3,12
2019-10-31,Jharkhand,21.8,304,10,3,3,13
2019-10-31,Karnataka,142.7,304,10,3,3,14
2019-10-31,Kerala,60.0,304,10,3,3,15
2019-10-31,MP,169.2,304,10,3,3,16
2019-10-31,Maharashtra,399.2,304,10,3,3,17
2019-10-31,Manipur,2.3,304,10,3,3,18
2019-10-31,Meghalaya,5.3,304,10,3,3,19
2019-10-31,Mizoram,1.7,304,10,3,3,20
2019-10-31,Nagaland,2.2,304,10,3,3,21
2019-10-31,Odisha,89.8,304,10,3,3,22
2019-10-31,Pondy,6.5,304,10,3,3,23
2019-10-31,Punjab,124.2,304,10,3,3,24
2019-10-31,Rajasthan,163.0,304,10,3,3,25
2019-10-31,Sikkim,0.6,304,10,3,3,26
2019-10-31,Tamil Nadu,260.2,304,10,3,3,27
2019-10-31,Telangana,217.0,304,10,3,3,28
2019-10-31,Tripura,4.5,304,10,3,3,29
2019-10-31,UP,353.2,304,10,3,3,30
2019-10-31,Uttarakhand,30.0,304,10,3,3,31
2019-10-31,West Bengal,144.9,304,10,3,3,32
2019-11-01,Andhra Pradesh,154.9,305,11,4,3,0
2019-11-01,Arunachal Pradesh,1.5,305,11,4,3,1
2019-11-01,Assam,19.2,305,11,4,3,2
2019-11-01,Bihar,82.8,305,11,4,3,3
2019-11-01,Chandigarh,2.4,305,11,4,3,4
2019-11-01,Chhattisgarh,78.2,305,11,4,3,5
2019-11-01,DNH,2.2,305,11,4,3,6
2019-11-01,Delhi,52.4,305,11,4,3,7
2019-11-01,Goa,7.1,305,11,4,3,8
2019-11-01,Gujarat,249.5,305,11,4,3,9
2019-11-01,HP,12.1,305,11,4,3,10
2019-11-01,Haryana,79.7,305,11,4,3,11
2019-11-01,J&K,40.7,305,11,4,3,12
2019-11-01,Jharkhand,22.7,305,11,4,3,13
2019-11-01,Karnataka,198.4,305,11,4,3,14
2019-11-01,Kerala,67.9,305,11,4,3,15
2019-11-01,MP,177.2,305,11,4,3,16
2019-11-01,Maharashtra,392.2,305,11,4,3,17
2019-11-01,Manipur,2.1,305,11,4,3,18
2019-11-01,Meghalaya,3.9,305,11,4,3,19
2019-11-01,Mizoram,1.5,305,11,4,3,20
2019-11-01,Nagaland,2.3,305,11,4,3,21
2019-11-01,Odisha,72.8,305,11,4,3,22
2019-11-01,Pondy,4.5,305,11,4,3,23
2019-11-01,Punjab,78.2,305,11,4,3,24
2019-11-01,Rajasthan,159.5,305,11,4,3,25
2019-11-01,Sikkim,0.9,305,11,4,3,26
2019-11-01,Tamil Nadu,228.2,305,11,4,3,27
2019-11-01,Telangana,167.8,305,11,4,3,28
2019-11-01,Tripura,3.1,305,11,4,3,29
2019-11-01,UP,271.0,305,11,4,3,30
2019-11-01,Uttarakhand,20.1,305,11,4,3,31
2019-11-01,West Bengal,130.3,305,11,4,3,32
2019-11-02,Andhra Pradesh,158.7,306,11,5,3,0
2019-11-02,Arunachal Pradesh,1.6,306,11,5,3,1
2019-11-02,Assam,21.7,306,11,5,3,2
2019-11-02,Bihar,88.8,306,11,5,3,3
2019-11-02,Chandigarh,2.6,306,11,5,3,4
2019-11-02,Chhattisgarh,78.3,306,11,5,3,5
2019-11-02,DNH,2.4,306,11,5,3,6
2019-11-02,Delhi,56.4,306,11,5,3,7
2019-11-02,Goa,7.7,306,11,5,3,8
2019-11-02,Gujarat,260.7,306,11,5,3,9
2019-11-02,HP,13.1,306,11,5,3,10
2019-11-02,Haryana,83.4,306,11,5,3,11
2019-11-02,J&K,40.4,306,11,5,3,12
2019-11-02,Jharkhand,24.8,306,11,5,3,13
2019-11-02,Karnataka,206.6,306,11,5,3,14
2019-11-02,Kerala,70.8,306,11,5,3,15
2019-11-02,MP,179.9,306,11,5,3,16
2019-11-02,Maharashtra,391.7,306,11,5,3,17
2019-11-02,Manipur,2.0,306,11,5,3,18
2019-11-02,Meghalaya,4.2,306,11,5,3,19
2019-11-02,Mizoram,1.6,306,11,5,3,20
2019-11-02,Nagaland,2.3,306,11,5,3,21
2019-11-02,Odisha,74.8,306,11,5,3,22
2019-11-02,Pondy,4.7,306,11,5,3,23
2019-11-02,Punjab,82.0,306,11,5,3,24
2019-11-02,Rajasthan,162.7,306,11,5,3,25
2019-11-02,Sikkim,1.2,306,11,5,3,26
2019-11-02,Tamil Nadu,239.1,306,11,5,3,27
2019-11-02,Telangana,164.6,306,11,5,3,28
2019-11-02,Tripura,4.0,306,11,5,3,29
2019-11-02,UP,282.3,306,11,5,3,30
2019-11-02,Uttarakhand,21.3,306,11,5,3,31
2019-11-02,West Bengal,143.3,306,11,5,3,32
2019-11-03,Andhra Pradesh,160.9,307,11,6,3,0
2019-11-03,Arunachal Pradesh,1.7,307,11,6,3,1
2019-11-03,Assam,21.3,307,11,6,3,2
2019-11-03,Bihar,91.6,307,11,6,3,3
2019-11-03,Chandigarh,2.7,307,11,6,3,4
2019-11-03,Chhattisgarh,78.9,307,11,6,3,5
2019-11-03,DNH,2.4,307,11,6,3,6
2019-11-03,Delhi,60.8,307,11,6,3,7
2019-11-03,Goa,7.7,307,11,6,3,8
2019-11-03,Gujarat,263.5,307,11,6,3,9
2019-11-03,HP,12.8,307,11,6,3,10
2019-11-03,Haryana,88.5,307,11,6,3,11
2019-11-03,J&K,43.2,307,11,6,3,12
2019-11-03,Jharkhand,23.5,307,11,6,3,13
2019-11-03,Karnataka,208.4,307,11,6,3,14
2019-11-03,Kerala,70.8,307,11,6,3,15
2019-11-03,MP,180.8,307,11,6,3,16
2019-11-03,Maharashtra,392.2,307,11,6,3,17
2019-11-03,Manipur,2.4,307,11,6,3,18
2019-11-03,Meghalaya,4.2,307,11,6,3,19
2019-11-03,Mizoram,1.7,307,11,6,3,20
2019-11-03,Nagaland,2.2,307,11,6,3,21
2019-11-03,Odisha,78.5,307,11,6,3,22
2019-11-03,Pondy,4.8,307,11,6,3,23
2019-11-03,Punjab,88.1,307,11,6,3,24
2019-11-03,Rajasthan,168.6,307,11,6,3,25
2019-11-03,Sikkim,1.2,307,11,6,3,26
2019-11-03,Tamil Nadu,243.8,307,11,6,3,27
2019-11-03,Telangana,167.4,307,11,6,3,28
2019-11-03,Tripura,4.3,307,11,6,3,29
2019-11-03,UP,290.0,307,11,6,3,30
2019-11-03,Uttarakhand,21.1,307,11,6,3,31
2019-11-03,West Bengal,151.4,307,11,6,3,32
2019-11-04,Andhra Pradesh,163.0,308,11,0,3,0
2019-11-04,Arunachal Pradesh,1.2,308,11,0,3,1
2019-11-04,Assam,16.4,308,11,0,3,2
2019-11-04,Bihar,70.3,308,11,0,3,3
2019-11-04,Chandigarh,2.9,308,11,0,3,4
2019-11-04,Chhattisgarh,77.5,308,11,0,3,5
2019-11-04,DNH,2.4,308,11,0,3,6
2019-11-04,Delhi,62.8,308,11,0,3,7
2019-11-04,Goa,7.9,308,11,0,3,8
2019-11-04,Gujarat,261.7,308,11,0,3,9
2019-11-04,HP,13.3,308,11,0,3,10
2019-11-04,Haryana,91.5,308,11,0,3,11
2019-11-04,J&K,40.7,308,11,0,3,12
2019-11-04,Jharkhand,21.8,308,11,0,3,13
2019-11-04,Karnataka,217.0,308,11,0,3,14
2019-11-04,Kerala,70.6,308,11,0,3,15
2019-11-04,MP,180.7,308,11,0,3,16
2019-11-04,Maharashtra,395.0,308,11,0,3,17
2019-11-04,Manipur,1.9,308,11,0,3,18
2019-11-04,Meghalaya,3.6,308,11,0,3,19
2019-11-04,Mizoram,1.3,308,11,0,3,20
2019-11-04,Nagaland,1.7,308,11,0,3,21
2019-11-04,Odisha,77.8,308,11,0,3,22
2019-11-04,Pondy,4.9,308,11,0,3,23
2019-11-04,Punjab,84.5,308,11,0,3,24
2019-11-04,Rajasthan,170.4,308,11,0,3,25
2019-11-04,Sikkim,1.3,308,11,0,3,26
2019-11-04,Tamil Nadu,248.2,308,11,0,3,27
2019-11-04,Telangana,159.7,308,11,0,3,28
2019-11-04,Tripura,3.4,308,11,0,3,29
2019-11-04,UP,289.0,308,11,0,3,30
2019-11-04,Uttarakhand,22.1,308,11,0,3,31
2019-11-04,West Bengal,137.6,308,11,0,3,32
2019-11-05,Andhra Pradesh,165.0,309,11,1,3,0
2019-11-05,Arunachal Pradesh,1.3,309,11,1,3,1
2019-11-05,Assam,15.9,309,11,1,3,2
2019-11-05,Bihar,82.7,309,11,1,3,3
2019-11-05,Chandigarh,3.0,309,11,1,3,4
2019-11-05,Chhattisgarh,78.3,309,11,1,3,5
2019-11-05,DNH,2.5,309,11,1,3,6
2019-11-05,Delhi,63.0,309,11,1,3,7
2019-11-05,Goa,8.2,309,11,1,3,8
2019-11-05,Gujarat,264.5,309,11,1,3,9
2019-11-05,HP,14.0,309,11,1,3,10
2019-11-05,Haryana,91.8,309,11,1,3,11
2019-11-05,J&K,42.9,309,11,1,3,12
2019-11-05,Jharkhand,23.5,309,11,1,3,13
2019-11-05,Karnataka,219.8,309,11,1,3,14
2019-11-05,Kerala,69.5,309,11,1,3,15
2019-11-05,MP,182.2,309,11,1,3,16
2019-11-05,Maharashtra,402.2,309,11,1,3,17
2019-11-05,Manipur,1.8,309,11,1,3,18
2019-11-05,Meghalaya,3.7,309,11,1,3,19
2019-11-05,Mizoram,1.6,309,11,1,3,20
2019-11-05,Nagaland,1.9,309,11,1,3,21
2019-11-05,Odisha,76.2,309,11,1,3,22
2019-11-05,Pondy,5.1,309,11,1,3,23
2019-11-05,Punjab,85.4,309,11,1,3,24
2019-11-05,Rajasthan,169.7,309,11,1,3,25
2019-11-05,Sikkim,1.2,309,11,1,3,26
2019-11-05,Tamil Nadu,252.5,309,11,1,3,27
2019-11-05,Telangana,157.8,309,11,1,3,28
2019-11-05,Tripura,3.2,309,11,1,3,29
2019-11-05,UP,293.3,309,11,1,3,30
2019-11-05,Uttarakhand,22.5,309,11,1,3,31
2019-11-05,West Bengal,127.2,309,11,1,3,32
2019-11-06,Andhra Pradesh,166.6,310,11,2,3,0
2019-11-06,Arunachal Pradesh,1.4,310,11,2,3,1
2019-11-06,Assam,15.2,310,11,2,3,2
2019-11-06,Bihar,82.9,310,11,2,3,3
2019-11-06,Chandigarh,2.9,310,11,2,3,4
2019-11-06,Chhattisgarh,83.4,310,11,2,3,5
2019-11-06,DNH,2.6,310,11,2,3,6
2019-11-06,Delhi,65.2,310,11,2,3,7
2019-11-06,Goa,8.1,310,11,2,3,8
2019-11-06,Gujarat,269.0,310,11,2,3,9
2019-11-06,HP,14.1,310,11,2,3,10
2019-11-06,Haryana,89.2,310,11,2,3,11
2019-11-06,J&K,39.7,310,11,2,3,12
2019-11-06,Jharkhand,24.6,310,11,2,3,13
2019-11-06,Karnataka,219.0,310,11,2,3,14
2019-11-06,Kerala,71.0,310,11,2,3,15
2019-11-06,MP,188.7,310,11,2,3,16
2019-11-06,Maharashtra,401.9,310,11,2,3,17
2019-11-06,Manipur,1.9,310,11,2,3,18
2019-11-06,Meghalaya,3.6,310,11,2,3,19
2019-11-06,Mizoram,1.6,310,11,2,3,20
2019-11-06,Nagaland,2.0,310,11,2,3,21
2019-11-06,Odisha,77.9,310,11,2,3,22
2019-11-06,Pondy,5.2,310,11,2,3,23
2019-11-06,Punjab,83.3,310,11,2,3,24
2019-11-06,Rajasthan,169.2,310,11,2,3,25
2019-11-06,Sikkim,1.2,310,11,2,3,26
2019-11-06,Tamil Nadu,254.9,310,11,2,3,27
2019-11-06,Telangana,157.7,310,11,2,3,28
2019-11-06,Tripura,3.2,310,11,2,3,29
2019-11-06,UP,290.0,310,11,2,3,30
2019-11-06,Uttarakhand,22.9,310,11,2,3,31
2019-11-06,West Bengal,130.9,310,11,2,3,32
2019-11-08,Andhra Pradesh,171.0,312,11,4,3,0
2019-11-08,Arunachal Pradesh,1.4,312,11,4,3,1
2019-11-08,Assam,14.9,312,11,4,3,2
2019-11-08,Bihar,81.0,312,11,4,3,3
2019-11-08,Chandigarh,2.6,312,11,4,3,4
2019-11-08,Chhattisgarh,79.5,312,11,4,3,5
2019-11-08,DNH,2.7,312,11,4,3,6
2019-11-08,Delhi,62.1,312,11,4,3,7
2019-11-08,Goa,8.1,312,11,4,3,8
2019-11-08,Gujarat,263.7,312,11,4,3,9
2019-11-08,HP,11.8,312,11,4,3,10
2019-11-08,Haryana,83.5,312,11,4,3,11
2019-11-08,J&K,42.4,312,11,4,3,12
2019-11-08,Jharkhand,24.4,312,11,4,3,13
2019-11-08,Karnataka,204.4,312,11,4,3,14
2019-11-08,Kerala,72.1,312,11,4,3,15
2019-11-08,MP,182.1,312,11,4,3,16
2019-11-08,Maharashtra,400.2,312,11,4,3,17
2019-11-08,Manipur,2.0,312,11,4,3,18
2019-11-08,Meghalaya,3.8,312,11,4,3,19
2019-11-08,Mizoram,1.3,312,11,4,3,20
2019-11-08,Nagaland,2.0,312,11,4,3,21
2019-11-08,Odisha,69.4,312,11,4,3,22
2019-11-08,Pondy,5.5,312,11,4,3,23
2019-11-08,Punjab,67.8,312,11,4,3,24
2019-11-08,Rajasthan,170.4,312,11,4,3,25
2019-11-08,Sikkim,1.1,312,11,4,3,26
2019-11-08,Tamil Nadu,259.0,312,11,4,3,27
2019-11-08,Telangana,152.7,312,11,4,3,28
2019-11-08,Tripura,2.4,312,11,4,3,29
2019-11-08,UP,280.4,312,11,4,3,30
2019-11-08,Uttarakhand,21.6,312,11,4,3,31
2019-11-08,West Bengal,125.8,312,11,4,3,32
2019-11-09,Andhra Pradesh,173.2,313,11,5,3,0
2019-11-09,Arunachal Pradesh,2.1,313,11,5,3,1
2019-11-09,Assam,23.6,313,11,5,3,2
2019-11-09,Bihar,74.8,313,11,5,3,3
2019-11-09,Chandigarh,3.3,313,11,5,3,4
2019-11-09,Chhattisgarh,72.1,313,11,5,3,5
2019-11-09,DNH,17.7,313,11,5,3,6
2019-11-09,Delhi,63.2,313,11,5,3,7
2019-11-09,Goa,12.2,313,11,5,3,8
2019-11-09,Gujarat,308.7,313,11,5,3,9
2019-11-09,HP,27.3,313,11,5,3,10
2019-11-09,Haryana,107.9,313,11,5,3,11
2019-11-09,J&K,36.2,313,11,5,3,12
2019-11-09,Jharkhand,23.9,313,11,5,3,13
2019-11-09,Karnataka,168.5,313,11,5,3,14
2019-11-09,Kerala,67.9,313,11,5,3,15
2019-11-09,MP,209.1,313,11,5,3,16
2019-11-09,Maharashtra,402.5,313,11,5,3,17
2019-11-09,Manipur,2.3,313,11,5,3,18
